年份,国家,灾害类型,灾害子类型,区域,灾害频次,总死亡人数,总受灾人数,总经济损失(千美元)
2018,马来西亚,气候灾害,洪涝,东南亚,1,0,4900,0.0
2018,马来西亚,气候灾害,洪涝,东南亚,1,2,12000,0.0
1966,斯里兰卡,气候灾害,洪涝,南亚,1,23,352347,5000.0
1967,斯里兰卡,气候灾害,洪涝,南亚,1,24,47000,3000.0
1969,斯里兰卡,气候灾害,洪涝,南亚,1,62,1000000,8500.0
1978,斯里兰卡,气候灾害,洪涝,南亚,1,10,1000,0.0
1978,斯里兰卡,气候灾害,洪涝,南亚,1,0,1000,0.0
1981,斯里兰卡,气候灾害,洪涝,南亚,1,7,20000,0.0
1982,斯里兰卡,气候灾害,洪涝,南亚,1,20,100000,1000.0
1982,斯里兰卡,气候灾害,洪涝,南亚,1,34,30000,0.0
1983,斯里兰卡,气候灾害,洪涝,南亚,1,3,1250000,0.0
1984,斯里兰卡,气候灾害,洪涝,南亚,1,45,155000,0.0
1984,斯里兰卡,气候灾害,洪涝,南亚,1,0,0,2000.0
1984,斯里兰卡,气候灾害,洪涝,南亚,1,3,350000,0.0
1984,斯里兰卡,气候灾害,洪涝,南亚,1,3,70000,0.0
1986,斯里兰卡,气候灾害,洪涝,南亚,1,43,64485,934.0
1989,斯里兰卡,气候灾害,洪涝,南亚,1,325,501000,35000.0
1990,斯里兰卡,气候灾害,洪涝,南亚,1,33,400000,0.0
1990,斯里兰卡,气候灾害,洪涝,南亚,1,0,40000,0.0
1991,斯里兰卡,气候灾害,洪涝,南亚,1,27,297151,30000.0
1992,斯里兰卡,气候灾害,洪涝,南亚,1,14,250000,250000.0
1992,斯里兰卡,气候灾害,洪涝,南亚,1,1,405950,2750.0
1993,斯里兰卡,气候灾害,洪涝,南亚,1,8,180000,310.0
1993,斯里兰卡,气候灾害,洪涝,南亚,1,0,150000,0.0
1994,斯里兰卡,气候灾害,洪涝,南亚,1,0,150000,0.0
1994,斯里兰卡,气候灾害,洪涝,南亚,1,0,100000,0.0
1994,斯里兰卡,气候灾害,洪涝,南亚,1,0,478150,0.0
1995,斯里兰卡,气候灾害,洪涝,南亚,1,3,120000,400.0
1996,斯里兰卡,气候灾害,洪涝,南亚,1,0,10000,0.0
1997,斯里兰卡,气候灾害,洪涝,南亚,1,10,5000,420.0
1998,斯里兰卡,气候灾害,洪涝,南亚,1,1,135000,0.0
1998,斯里兰卡,气候灾害,洪涝,南亚,1,2,229485,0.0
1999,斯里兰卡,气候灾害,洪涝,南亚,1,6,375000,0.0
2000,斯里兰卡,气候灾害,洪涝,南亚,1,2,100000,0.0
2000,斯里兰卡,气候灾害,洪涝,南亚,1,3,300000,3000.0
2001,斯里兰卡,气候灾害,洪涝,南亚,1,0,160,0.0
2002,斯里兰卡,气候灾害,洪涝,南亚,1,2,500000,0.0
2003,斯里兰卡,气候灾害,洪涝,南亚,1,235,695000,29000.0
2004,斯里兰卡,气候灾害,洪涝,南亚,1,6,200000,0.0
2005,斯里兰卡,气候灾害,洪涝,南亚,1,6,145000,0.0
2006,斯里兰卡,气候灾害,洪涝,南亚,1,25,333002,3000.0
2007,斯里兰卡,气候灾害,洪涝,南亚,1,18,35000,0.0
2007,斯里兰卡,气候灾害,洪涝,南亚,1,15,121000,50.0
2007,斯里兰卡,气候灾害,洪涝,南亚,1,0,250000,0.0
2008,斯里兰卡,气候灾害,洪涝,南亚,1,8,54323,0.0
2008,斯里兰卡,气候灾害,洪涝,南亚,1,25,362582,0.0
2008,斯里兰卡,气候灾害,洪涝,南亚,1,15,360000,0.0
2009,斯里兰卡,气候灾害,洪涝,南亚,1,0,20000,0.0
2009,斯里兰卡,气候灾害,洪涝,南亚,1,0,60000,0.0
2009,斯里兰卡,气候灾害,洪涝,南亚,1,3,300000,0.0
2010,斯里兰卡,气候灾害,洪涝,南亚,1,28,606072,105000.0
2010,斯里兰卡,气候灾害,洪涝,南亚,1,7,164193,0.0
2011,斯里兰卡,气候灾害,洪涝,南亚,1,47,1060324,200000.0
2011,斯里兰卡,气候灾害,洪涝,南亚,1,18,225000,300000.0
2011,斯里兰卡,气候灾害,洪涝,南亚,1,0,8600,0.0
2012,斯里兰卡,气候灾害,洪涝,南亚,1,53,447021,1200.0
2013,斯里兰卡,气候灾害,洪涝,南亚,1,52,56747,0.0
2013,斯里兰卡,气候灾害,洪涝,南亚,1,58,17214,2000.0
2014,斯里兰卡,气候灾害,洪涝,南亚,1,27,104009,2000.0
2014,斯里兰卡,气候灾害,洪涝,南亚,1,41,1100020,0.0
2014,斯里兰卡,气候灾害,洪涝,南亚,1,27,0,0.0
2015,斯里兰卡,气候灾害,洪涝,南亚,1,2,20000,0.0
2015,斯里兰卡,气候灾害,洪涝,南亚,1,8,7309,0.0
2016,斯里兰卡,气候灾害,洪涝,南亚,1,203,301602,1200000.0
2017,斯里兰卡,气候灾害,洪涝,南亚,1,293,879932,389000.0
2017,斯里兰卡,气候灾害,洪涝,南亚,1,9,13197,0.0
2018,斯里兰卡,气候灾害,洪涝,南亚,1,20,153712,0.0
2018,斯里兰卡,气候灾害,洪涝,南亚,1,12,75000,0.0
1993,土库曼斯坦,气候灾害,洪涝,中亚,1,0,420,99870.0
1964,越南,气候灾害,洪涝,东南亚,1,400,0,0.0
1966,越南,气候灾害,洪涝,东南亚,1,31,195902,10000.0
1970,越南,气候灾害,洪涝,东南亚,1,237,204000,0.0
1978,越南,气候灾害,洪涝,东南亚,1,74,4079000,0.0
1980,越南,气候灾害,洪涝,东南亚,1,94,628000,0.0
1984,越南,气候灾害,洪涝,东南亚,1,33,38000,0.0
1985,越南,气候灾害,洪涝,东南亚,1,93,2800000,0.0
1986,越南,气候灾害,洪涝,东南亚,1,165,0,0.0
1990,越南,气候灾害,洪涝,东南亚,1,82,10200,725.0
1991,越南,气候灾害,洪涝,东南亚,1,21,270600,5000.0
1991,越南,气候灾害,洪涝,东南亚,1,38,4014,3200.0
1991,越南,气候灾害,洪涝,东南亚,1,136,21000,38500.0
1992,越南,气候灾害,洪涝,东南亚,1,55,51698,47700.0
1992,越南,气候灾害,洪涝,东南亚,1,1,58000,0.0
1993,越南,气候灾害,洪涝,东南亚,1,64,15000,10000.0
1994,越南,气候灾害,洪涝,东南亚,1,310,382000,206000.0
1995,越南,气候灾害,洪涝,东南亚,1,253,400000,86000.0
1996,越南,气候灾害,洪涝,东南亚,1,162,375000,138000.0
1996,越南,气候灾害,洪涝,东南亚,1,60,0,13400.0
1998,越南,气候灾害,洪涝,东南亚,1,45,32505,13700.0
1999,越南,气候灾害,洪涝,东南亚,1,40,115175,19500.0
1999,越南,气候灾害,洪涝,东南亚,1,622,3504412,237000.0
1999,越南,气候灾害,洪涝,东南亚,1,127,2163694,53000.0
2000,越南,气候灾害,洪涝,东南亚,1,460,5000004,250000.0
2000,越南,气候灾害,洪涝,东南亚,1,36,25003,15000.0
2001,越南,气候灾害,洪涝,东南亚,1,9,175,0.0
2001,越南,气候灾害,洪涝,东南亚,1,310,1570270,84000.0
2001,越南,气候灾害,洪涝,东南亚,1,20,35006,4700.0
2001,越南,气候灾害,洪涝,东南亚,1,0,3000,0.0
2002,越南,气候灾害,洪涝,东南亚,1,10,2000,2200.0
2002,越南,气候灾害,洪涝,东南亚,1,82,1138200,23900.0
2002,越南,气候灾害,洪涝,东南亚,1,55,291616,58000.0
2003,越南,气候灾害,洪涝,东南亚,1,52,221774,32000.0
2003,越南,气候灾害,洪涝,东南亚,1,61,194049,35000.0
2003,越南,气候灾害,洪涝,东南亚,1,15,1000,38000.0
2004,越南,气候灾害,洪涝,东南亚,1,9,5000,0.0
2004,越南,气候灾害,洪涝,东南亚,1,53,18,8000.0
2004,越南,气候灾害,洪涝,东南亚,1,34,30000,0.0
2005,越南,气候灾害,洪涝,东南亚,1,0,593,0.0
2005,越南,气候灾害,洪涝,东南亚,1,17,10000,15000.0
2005,越南,气候灾害,洪涝,东南亚,1,67,33800,12000.0
2005,越南,气候灾害,洪涝,东南亚,1,69,18000,27000.0
2005,越南,气候灾害,洪涝,东南亚,1,39,30000,0.0
2006,越南,气候灾害,洪涝,东南亚,1,4,100,1000.0
2006,越南,气候灾害,洪涝,东南亚,1,12,2000,0.0
2006,越南,气候灾害,洪涝,东南亚,1,42,50020,8000.0
2006,越南,气候灾害,洪涝,东南亚,1,60,0,0.0
2006,越南,气候灾害,洪涝,东南亚,1,60,0,0.0
2007,越南,气候灾害,洪涝,东南亚,1,74,416130,130000.0
2007,越南,气候灾害,洪涝,东南亚,1,15,22000,10000.0
2007,越南,气候灾害,洪涝,东南亚,1,83,94042,300000.0
2007,越南,气候灾害,洪涝,东南亚,1,3,280000,0.0
2007,越南,气候灾害,洪涝,东南亚,1,55,150000,350000.0
2008,越南,气候灾害,洪涝,东南亚,1,4,500,0.0
2008,越南,气候灾害,洪涝,东南亚,1,16,0,0.0
2008,越南,气候灾害,洪涝,东南亚,1,29,12004,4000.0
2008,越南,气候灾害,洪涝,东南亚,1,99,600000,479000.0
2008,越南,气候灾害,洪涝,东南亚,1,9,20000,0.0
2009,越南,气候灾害,洪涝,东南亚,1,20,700000,0.0
2009,越南,气候灾害,洪涝,东南亚,1,17,40000,0.0
2010,越南,气候灾害,洪涝,东南亚,1,84,679825,142500.0
2010,越南,气候灾害,洪涝,东南亚,1,21,761000,154000.0
2010,越南,气候灾害,洪涝,东南亚,1,31,39008,107700.0
2010,越南,气候灾害,洪涝,东南亚,1,50,10000,256000.0
2011,越南,气候灾害,洪涝,东南亚,1,24,300000,44000.0
2011,越南,气候灾害,洪涝,东南亚,1,85,600000,175002.0
2011,越南,气候灾害,洪涝,东南亚,1,13,461584,0.0
2012,越南,气候灾害,洪涝,东南亚,1,34,17540,30000.0
2013,越南,气候灾害,洪涝,东南亚,1,5,5000,6500.0
2013,越南,气候灾害,洪涝,东南亚,1,23,0,0.0
2013,越南,气候灾害,洪涝,东南亚,1,30,0,0.0
2013,越南,气候灾害,洪涝,东南亚,1,29,1000,0.0
2013,越南,气候灾害,洪涝,东南亚,1,7,25000,0.0
2013,越南,气候灾害,洪涝,东南亚,1,47,2130001,72000.0
2015,越南,气候灾害,洪涝,东南亚,1,32,15000,204000.0
2015,越南,气候灾害,洪涝,东南亚,1,2,100,0.0
2016,越南,气候灾害,洪涝,东南亚,1,35,659615,104280.0
2016,越南,气候灾害,洪涝,东南亚,1,27,562121,35000.0
2016,越南,气候灾害,洪涝,东南亚,1,21,206340,22000.0
2016,越南,气候灾害,洪涝,东南亚,1,8,509,0.0
2017,越南,气候灾害,洪涝,东南亚,1,1,4104,355.0
2017,越南,气候灾害,洪涝,东南亚,1,14,400,1300.0
2017,越南,气候灾害,洪涝,东南亚,1,39,4161,88000.0
2017,越南,气候灾害,洪涝,东南亚,1,75,40038,88000.0
2017,越南,气候灾害,洪涝,东南亚,1,8,41500,0.0
2018,越南,气候灾害,洪涝,东南亚,1,33,18,23000.0
2018,越南,气候灾害,洪涝,东南亚,1,20,6000,0.0
1994,不丹,气候灾害,洪涝,南亚,1,22,600,0.0
2000,不丹,气候灾害,洪涝,南亚,1,200,1000,0.0
2004,不丹,气候灾害,洪涝,南亚,1,0,0,0.0
1953,印度尼西亚,气候灾害,洪涝,东南亚,1,114,0,0.0
1966,印度尼西亚,气候灾害,洪涝,东南亚,1,176,524100,33000.0
1967,印度尼西亚,气候灾害,洪涝,东南亚,1,0,55000,0.0
1967,印度尼西亚,气候灾害,洪涝,东南亚,1,0,142000,0.0
1967,印度尼西亚,气候灾害,洪涝,东南亚,1,0,7000,0.0
1967,印度尼西亚,气候灾害,洪涝,东南亚,1,160,0,0.0
1968,印度尼西亚,气候灾害,洪涝,东南亚,1,12,150000,7831.0
1970,印度尼西亚,气候灾害,洪涝,东南亚,1,82,0,0.0
1976,印度尼西亚,气候灾害,洪涝,东南亚,1,163,20020,0.0
1977,印度尼西亚,气候灾害,洪涝,东南亚,1,10,260000,0.0
1977,印度尼西亚,气候灾害,洪涝,东南亚,1,0,25000,0.0
1977,印度尼西亚,气候灾害,洪涝,东南亚,1,12,5000,0.0
1978,印度尼西亚,气候灾害,洪涝,东南亚,1,41,7000,0.0
1978,印度尼西亚,气候灾害,洪涝,东南亚,1,21,8000,0.0
1978,印度尼西亚,气候灾害,洪涝,东南亚,1,0,200000,0.0
1978,印度尼西亚,气候灾害,洪涝,东南亚,1,8,66600,0.0
1979,印度尼西亚,气候灾害,洪涝,东南亚,1,128,24350,3200.0
1979,印度尼西亚,气候灾害,洪涝,东南亚,1,23,4500,0.0
1979,印度尼西亚,气候灾害,洪涝,东南亚,1,13,6000,0.0
1980,印度尼西亚,气候灾害,洪涝,东南亚,1,153,2946,3400.0
1981,印度尼西亚,气候灾害,洪涝,东南亚,1,500,0,2200.0
1981,印度尼西亚,气候灾害,洪涝,东南亚,1,9,212000,0.0
1981,印度尼西亚,气候灾害,洪涝,东南亚,1,0,140000,0.0
1982,印度尼西亚,气候灾害,洪涝,东南亚,1,0,25000,0.0
1982,印度尼西亚,气候灾害,洪涝,东南亚,1,0,12500,0.0
1982,印度尼西亚,气候灾害,洪涝,东南亚,1,3,1500,0.0
1983,印度尼西亚,气候灾害,洪涝,东南亚,1,11,2000,0.0
1983,印度尼西亚,气候灾害,洪涝,东南亚,1,2,5000,0.0
1983,印度尼西亚,气候灾害,洪涝,东南亚,1,7,410497,7007.0
1984,印度尼西亚,气候灾害,洪涝,东南亚,1,0,2700,1500.0
1984,印度尼西亚,气候灾害,洪涝,东南亚,1,0,37500,0.0
1984,印度尼西亚,气候灾害,洪涝,东南亚,1,26,320000,0.0
1985,印度尼西亚,气候灾害,洪涝,东南亚,1,21,300,0.0
1985,印度尼西亚,气候灾害,洪涝,东南亚,1,10,2000,0.0
1985,印度尼西亚,气候灾害,洪涝,东南亚,1,11,2000,0.0
1986,印度尼西亚,气候灾害,洪涝,东南亚,1,2,38000,0.0
1986,印度尼西亚,气候灾害,洪涝,东南亚,1,96,20000,0.0
1986,印度尼西亚,气候灾害,洪涝,东南亚,1,77,19000,0.0
1986,印度尼西亚,气候灾害,洪涝,东南亚,1,0,50000,0.0
1987,印度尼西亚,气候灾害,洪涝,东南亚,1,3,26000,1700.0
1987,印度尼西亚,气候灾害,洪涝,东南亚,1,37,0,4000.0
1987,印度尼西亚,气候灾害,洪涝,东南亚,1,38,884,0.0
1987,印度尼西亚,气候灾害,洪涝,东南亚,1,119,0,60000.0
1987,印度尼西亚,气候灾害,洪涝,东南亚,1,4,2000,0.0
1988,印度尼西亚,气候灾害,洪涝,东南亚,1,158,100000,4600.0
1988,印度尼西亚,气候灾害,洪涝,东南亚,1,21,0,0.0
1989,印度尼西亚,气候灾害,洪涝,东南亚,1,0,29000,0.0
1989,印度尼西亚,气候灾害,洪涝,东南亚,1,18,32500,0.0
1990,印度尼西亚,气候灾害,洪涝,东南亚,1,169,21000,4800.0
1990,印度尼西亚,气候灾害,洪涝,东南亚,1,22,0,0.0
1991,印度尼西亚,气候灾害,洪涝,东南亚,1,97,0,0.0
1991,印度尼西亚,气候灾害,洪涝,东南亚,1,15,240000,14800.0
1992,印度尼西亚,气候灾害,洪涝,东南亚,1,57,265553,0.0
1993,印度尼西亚,气候灾害,洪涝,东南亚,1,59,259553,19301.0
1993,印度尼西亚,气候灾害,洪涝,东南亚,1,72,8000,0.0
1994,印度尼西亚,气候灾害,洪涝,东南亚,1,4,30000,1900.0
1994,印度尼西亚,气候灾害,洪涝,东南亚,1,8,1000,0.0
1994,印度尼西亚,气候灾害,洪涝,东南亚,1,3,60000,0.0
1994,印度尼西亚,气候灾害,洪涝,东南亚,1,33,187131,18145.0
1994,印度尼西亚,气候灾害,洪涝,东南亚,1,6,640,1500.0
1994,印度尼西亚,气候灾害,洪涝,东南亚,1,5,50000,1700.0
1995,印度尼西亚,气候灾害,洪涝,东南亚,1,3,3000,0.0
1995,印度尼西亚,气候灾害,洪涝,东南亚,1,47,36000,400.0
1995,印度尼西亚,气候灾害,洪涝,东南亚,1,45,17500,0.0
1995,印度尼西亚,气候灾害,洪涝,东南亚,1,27,2200,0.0
1995,印度尼西亚,气候灾害,洪涝,东南亚,1,18,201472,50000.0
1996,印度尼西亚,气候灾害,洪涝,东南亚,1,20,556000,434800.0
1996,印度尼西亚,气候灾害,洪涝,东南亚,1,34,527,430.0
1996,印度尼西亚,气候灾害,洪涝,东南亚,1,13,5007,300.0
1996,印度尼西亚,气候灾害,洪涝,东南亚,1,14,10000,0.0
1996,印度尼西亚,气候灾害,洪涝,东南亚,1,6,252965,126900.0
1998,印度尼西亚,气候灾害,洪涝,东南亚,1,4,100000,0.0
1999,印度尼西亚,气候灾害,洪涝,东南亚,1,12,16000,0.0
2000,印度尼西亚,气候灾害,洪涝,东南亚,1,126,50000,79000.0
2000,印度尼西亚,气候灾害,洪涝,东南亚,1,100,386021,34000.0
2000,印度尼西亚,气候灾害,洪涝,东南亚,1,38,39852,0.0
2001,印度尼西亚,气候灾害,洪涝,东南亚,1,130,80000,10000.0
2001,印度尼西亚,气候灾害,洪涝,东南亚,1,257,3694,0.0
2001,印度尼西亚,气候灾害,洪涝,东南亚,1,0,0,0.0
2001,印度尼西亚,气候灾害,洪涝,东南亚,1,15,2000,0.0
2002,印度尼西亚,气候灾害,洪涝,东南亚,1,21,40,0.0
2002,印度尼西亚,气候灾害,洪涝,东南亚,1,13,2000,0.0
2002,印度尼西亚,气候灾害,洪涝,东南亚,1,150,500750,350000.0
2002,印度尼西亚,气候灾害,洪涝,东南亚,1,14,780,0.0
2002,印度尼西亚,气候灾害,洪涝,东南亚,1,19,0,0.0
2002,印度尼西亚,气候灾害,洪涝,东南亚,1,0,1000,0.0
2002,印度尼西亚,气候灾害,洪涝,东南亚,1,13,87000,1600.0
2003,印度尼西亚,气候灾害,洪涝,东南亚,1,3,10000,0.0
2003,印度尼西亚,气候灾害,洪涝,东南亚,1,0,230,0.0
2003,印度尼西亚,气候灾害,洪涝,东南亚,1,10,3700,0.0
2003,印度尼西亚,气候灾害,洪涝,东南亚,1,1,15000,0.0
2003,印度尼西亚,气候灾害,洪涝,东南亚,1,3,33000,0.0
2003,印度尼西亚,气候灾害,洪涝,东南亚,1,241,1498,0.0
2003,印度尼西亚,气候灾害,洪涝,东南亚,1,8,25000,0.0
2003,印度尼西亚,气候灾害,洪涝,东南亚,1,148,350000,0.0
2004,印度尼西亚,气候灾害,洪涝,东南亚,1,5,13000,60000.0
2005,印度尼西亚,气候灾害,洪涝,东南亚,1,47,768,0.0
2005,印度尼西亚,气候灾害,洪涝,东南亚,1,28,12211,0.0
2005,印度尼西亚,气候灾害,洪涝,东南亚,1,79,7811,0.0
2006,印度尼西亚,气候灾害,洪涝,东南亚,1,19,10000,27100.0
2006,印度尼西亚,气候灾害,洪涝,东南亚,1,39,17539,25000.0
2006,印度尼西亚,气候灾害,洪涝,东南亚,1,22,402,0.0
2006,印度尼西亚,气候灾害,洪涝,东南亚,1,236,29231,55200.0
2006,印度尼西亚,气候灾害,洪涝,东南亚,1,41,0,0.0
2006,印度尼西亚,气候灾害,洪涝,东南亚,1,52,18250,0.0
2006,印度尼西亚,气候灾害,洪涝,东南亚,1,0,5000,0.0
2006,印度尼西亚,气候灾害,洪涝,东南亚,1,236,618486,0.0
2007,印度尼西亚,气候灾害,洪涝,东南亚,1,68,217087,971000.0
2007,印度尼西亚,气候灾害,洪涝,东南亚,1,74,11556,0.0
2007,印度尼西亚,气候灾害,洪涝,东南亚,1,4,60000,0.0
2007,印度尼西亚,气候灾害,洪涝,东南亚,1,58,5000,0.0
2007,印度尼西亚,气候灾害,洪涝,东南亚,1,15,2000,0.0
2007,印度尼西亚,气候灾害,洪涝,东南亚,1,88,3389,0.0
2007,印度尼西亚,气候灾害,洪涝,东南亚,1,4,1000,0.0
2007,印度尼西亚,气候灾害,洪涝,东南亚,1,127,269515,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,0,1000,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,3,89761,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,3,40000,653.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,14,7000,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,11,3500,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,3,12000,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,0,60000,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,0,34514,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,16,118000,1080.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,33,84420,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,5,11000,0.0
2008,印度尼西亚,气候灾害,洪涝,东南亚,1,24,15000,0.0
2009,印度尼西亚,气候灾害,洪涝,东南亚,1,18,12000,0.0
2009,印度尼西亚,气候灾害,洪涝,东南亚,1,64,1600,0.0
2009,印度尼西亚,气候灾害,洪涝,东南亚,1,38,10000,0.0
2009,印度尼西亚,气候灾害,洪涝,东南亚,1,0,2500,0.0
2009,印度尼西亚,气候灾害,洪涝,东南亚,1,6,704,0.0
2010,印度尼西亚,气候灾害,洪涝,东南亚,1,5,28500,0.0
2010,印度尼西亚,气候灾害,洪涝,东南亚,1,10,355,0.0
2010,印度尼西亚,气候灾害,洪涝,东南亚,1,44,100,0.0
2010,印度尼西亚,气候灾害,洪涝,东南亚,1,21,15007,0.0
2010,印度尼西亚,气候灾害,洪涝,东南亚,1,291,12428,78000.0
2010,印度尼西亚,气候灾害,洪涝,东南亚,1,16,200,0.0
2010,印度尼西亚,气候灾害,洪涝,东南亚,1,24,0,0.0
2011,印度尼西亚,气候灾害,洪涝,东南亚,1,0,12000,0.0
2011,印度尼西亚,气候灾害,洪涝,东南亚,1,21,750,0.0
2011,印度尼西亚,气候灾害,洪涝,东南亚,1,0,1060,0.0
2011,印度尼西亚,气候灾害,洪涝,东南亚,1,18,3000,0.0
2011,印度尼西亚,气候灾害,洪涝,东南亚,1,10,54,0.0
2011,印度尼西亚,气候灾害,洪涝,东南亚,1,13,3000,0.0
2012,印度尼西亚,气候灾害,洪涝,东南亚,1,8,625,0.0
2012,印度尼西亚,气候灾害,洪涝,东南亚,1,0,1150,0.0
2012,印度尼西亚,气候灾害,洪涝,东南亚,1,13,15210,0.0
2012,印度尼西亚,气候灾害,洪涝,东南亚,1,4,1045,0.0
2012,印度尼西亚,气候灾害,洪涝,东南亚,1,3,10500,0.0
2012,印度尼西亚,气候灾害,洪涝,东南亚,1,5,1020,0.0
2012,印度尼西亚,气候灾害,洪涝,东南亚,1,8,3770,0.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,34,248846,3000000.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,8,1000,0.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,17,58040,2000.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,11,115000,0.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,12,8140,0.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,0,23640,0.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,0,16000,0.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,0,22500,2000.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,4,84250,2000.0
2013,印度尼西亚,气候灾害,洪涝,东南亚,1,3,13860,0.0
2014,印度尼西亚,气候灾害,洪涝,东南亚,1,20,128182,153000.0
2014,印度尼西亚,气候灾害,洪涝,东南亚,1,0,260350,173000.0
2014,印度尼西亚,气候灾害,洪涝,东南亚,1,32,20000,600000.0
2014,印度尼西亚,气候灾害,洪涝,东南亚,1,11,4000,2000.0
2014,印度尼西亚,气候灾害,洪涝,东南亚,1,13,275,0.0
2014,印度尼西亚,气候灾害,洪涝,东南亚,1,1,10420,0.0
2015,印度尼西亚,气候灾害,洪涝,东南亚,1,1,8259,0.0
2015,印度尼西亚,气候灾害,洪涝,东南亚,1,0,300,0.0
2015,印度尼西亚,气候灾害,洪涝,东南亚,1,2,25000,0.0
2015,印度尼西亚,气候灾害,洪涝,东南亚,1,6,0,235000.0
2015,印度尼西亚,气候灾害,洪涝,东南亚,1,0,8000,0.0
2015,印度尼西亚,气候灾害,洪涝,东南亚,1,0,25750,0.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,8,80313,2000.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,0,30000,0.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,6,12500,0.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,5,24000,0.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,0,1354,0.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,53,8920,22000.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,2,4500,0.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,5,19669,0.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,10,105000,10000.0
2016,印度尼西亚,气候灾害,洪涝,东南亚,1,0,105753,74000.0
2017,印度尼西亚,气候灾害,洪涝,东南亚,1,2,400,0.0
2017,印度尼西亚,气候灾害,洪涝,东南亚,1,8,17410,19000.0
2017,印度尼西亚,气候灾害,洪涝,东南亚,1,12,359,0.0
2017,印度尼西亚,气候灾害,洪涝,东南亚,1,4,282420,0.0
2017,印度尼西亚,气候灾害,洪涝,东南亚,1,7,25011,2000.0
2017,印度尼西亚,气候灾害,洪涝,东南亚,1,9,12000,0.0
2017,印度尼西亚,气候灾害,洪涝,东南亚,1,2,2280,0.0
2018,印度尼西亚,气候灾害,洪涝,东南亚,1,35,20000,0.0
1987,马尔代夫,气候灾害,洪涝,南亚,1,0,300,6000.0
2007,马尔代夫,气候灾害,洪涝,南亚,1,0,1649,0.0
2001,东帝汶,气候灾害,洪涝,东南亚,1,1,2508,0.0
2003,东帝汶,气候灾害,洪涝,东南亚,1,3,600,0.0
2003,东帝汶,气候灾害,洪涝,东南亚,1,0,450,0.0
2007,东帝汶,气候灾害,洪涝,东南亚,1,1,947,0.0
2007,东帝汶,气候灾害,洪涝,东南亚,1,0,0,0.0
1992,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,11,35000,7000.0
1995,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,4,1500,0.0
1995,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,0,2000,0.0
1997,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,0,8000,0.0
2002,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,1,66884,17500.0
2004,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,0,2500,173.0
2005,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,3,500,0.0
2009,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,0,6600,0.0
2010,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,0,14000,0.0
2015,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,0,42000,0.0
2015,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,0,0,0.0
2015,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,1,300,0.0
2016,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,2,4500,0.0
2017,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,1,21002,8900.0
2018,阿尔巴尼亚,气候灾害,洪涝,中东欧,1,0,800,0.0
2001,波黑,气候灾害,洪涝,中东欧,1,0,9000,0.0
2004,波黑,气候灾害,洪涝,中东欧,1,0,275000,0.0
2004,波黑,气候灾害,洪涝,中东欧,1,0,3000,0.0
2005,波黑,气候灾害,洪涝,中东欧,1,0,3100,0.0
2009,波黑,气候灾害,洪涝,中东欧,1,0,2630,0.0
